date,code,name,foreign_net,trust_net,dealer_net,market
2025-09-11,2034,允強,680000,0,0,TWSE
2025-09-11,2038,海光,212000,0,0,TWSE
2025-09-11,2049,上銀,2032790,284,0,TWSE
2025-09-11,2059,川湖,14791,38964,0,TWSE
2025-09-11,2062,橋椿,252000,3000,0,TWSE
2025-09-11,2069,運錩,200000,0,0,TWSE
2025-09-11,2102,泰豐,222000,0,0,TWSE
2025-09-11,2103,台橡,782000,0,0,TWSE
2025-09-11,2104,國際中橡,901000,0,0,TWSE
2025-09-11,2105,正新,33355,1632772,0,TWSE
2025-09-11,2106,建大,184000,0,0,TWSE
2025-09-11,2107,厚生,128000,0,0,TWSE
2025-09-11,2108,南帝,152005,0,0,TWSE
2025-09-11,2109,華豐,2000,0,0,TWSE
2025-09-11,2114,鑫永銓,9547,0,0,TWSE
2025-09-11,2115,六暉-KY,1000,0,0,TWSE
2025-09-11,2201,裕隆,2734000,1000,0,TWSE
2025-09-11,2204,中華,343000,121453,0,TWSE
2025-09-11,2206,三陽工業,813000,97854,0,TWSE
2025-09-11,2207,和泰車,10511,10000,0,TWSE
2025-09-11,2208,台船,3504000,1000,0,TWSE
2025-09-11,2211,長榮鋼,193000,4220,0,TWSE
2025-09-11,2227,裕日車,1016,0,0,TWSE
2025-09-11,2228,劍麟,9000,0,0,TWSE
2025-09-11,2231,為升,553729,290000,0,TWSE
2025-09-11,2233,宇隆,438000,1000,0,TWSE
2025-09-11,2236,百達-KY,86000,0,0,TWSE
2025-09-11,2239,英利-KY,16000,0,0,TWSE
2025-09-11,2241,艾姆勒,137000,0,0,TWSE
2025-09-11,2243,宏旭-KY,13000,0,0,TWSE
2025-09-11,2247,汎德永業,80000,0,0,TWSE
2025-09-11,2250,IKKA-KY,248000,0,0,TWSE
2025-09-11,2258,鴻華先進-創,36000,0,0,TWSE
2025-09-11,2301,光寶科,15751934,1129413,0,TWSE
2025-09-11,2302,麗正,27000,0,0,TWSE
2025-09-11,2303,聯電,3192246,4595252,0,TWSE
2025-09-11,2305,全友,198000,0,0,TWSE
2025-09-11,2308,台達電,2414510,153781,0,TWSE
2025-09-11,2312,金寶,1181300,35000,0,TWSE
2025-09-11,2313,華通,7634120,1176000,0,TWSE
2025-09-11,2314,台揚,64000,0,0,TWSE
2025-09-11,2316,楠梓電,468,0,0,TWSE
2025-09-11,2317,鴻海,70509309,1192760,0,TWSE
2025-09-11,2321,東訊,0,0,0,TWSE
2025-09-11,2323,中環,1240000,35000,0,TWSE
2025-09-11,2324,仁寶,2711110,2553000,0,TWSE
2025-09-11,2327,國巨*,3750781,122988,0,TWSE
2025-09-11,2328,廣宇,1588500,25000,0,TWSE
2025-09-11,2329,華泰,1577250,0,0,TWSE
2025-09-11,2330,台積電,10035672,595954,0,TWSE
2025-09-11,2331,精英,898000,0,0,TWSE
2025-09-11,2332,友訊,2689000,0,0,TWSE
2025-09-11,2337,旺宏,8307000,20000,0,TWSE
2025-09-11,2338,光罩,301000,0,0,TWSE
2025-09-11,2340,台亞,1792000,0,0,TWSE
2025-09-11,2342,茂矽,455000,0,0,TWSE
2025-09-11,2344,華邦電,9216759,10700000,0,TWSE
2025-09-11,2345,智邦,1435611,435403,0,TWSE
2025-09-11,2347,聯強,852000,1084504,0,TWSE
2025-09-11,2348,海悅,97000,0,0,TWSE
2025-09-11,2349,錸德,2818000,0,0,TWSE
2025-09-11,2351,順德,167000,0,0,TWSE
2025-09-11,2352,佳世達,326000,39000,0,TWSE
2025-09-11,2353,宏碁,2969580,1666000,0,TWSE
2025-09-11,2354,鴻準,1714210,177715,0,TWSE
2025-09-11,2355,敬鵬,1472000,18210,0,TWSE
2025-09-11,2356,英業達,4162536,149000,0,TWSE
2025-09-11,2357,華碩,2145312,105380,0,TWSE
2025-09-11,2359,所羅門,713766,0,0,TWSE
2025-09-11,2360,致茂,401160,287236,0,TWSE
2025-09-11,2362,藍天,51000,9000,0,TWSE
2025-09-11,2363,矽統,1382595,10000,0,TWSE
2025-09-11,2364,倫飛,86000,0,0,TWSE
2025-09-11,2365,昆盈,1165000,0,0,TWSE
2025-09-11,2367,燿華,841644,0,0,TWSE
2025-09-11,2368,金像電,299228,1090000,0,TWSE
2025-09-11,2369,菱生,90000,0,0,TWSE
2025-09-11,2371,大同,2236000,385907,0,TWSE
2025-09-11,2373,震旦行,13000,0,0,TWSE
2025-09-11,2374,佳能,1830473,0,0,TWSE
