date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
12/16,2308,美商高盛,1480,936,1340,-404,3.63,4,sell,2025-12-17
12/16,2308,台新證券,8150,173,35,138,1.24,5,buy,2025-12-17
12/16,2308,兆豐證券,7000,18,329,-311,2.79,5,sell,2025-12-17
12/16,2308,國泰證券,8880,126,4,122,1.1,6,buy,2025-12-17
12/16,2308,元大證券,9800,465,672,-207,1.86,6,sell,2025-12-17
12/16,2308,港商野村,1560,119,18,101,0.91,7,buy,2025-12-17
12/16,2308,台灣摩根士丹利,1470,639,841,-202,1.81,7,sell,2025-12-17
12/16,2308,中國信託,6160,150,61,89,0.8,8,buy,2025-12-17
12/16,2308,法銀巴黎,8900,47,207,-160,1.44,8,sell,2025-12-17
12/16,2308,凱基-台北,9268,268,179,89,0.8,9,buy,2025-12-17
12/16,2308,美好-富順,003500320036004b,1,128,-127,1.14,9,sell,2025-12-17
12/16,2308,國泰-敦南,8888,134,54,80,0.72,10,buy,2025-12-17
12/16,2308,摩根大通,8440,373,439,-66,0.59,10,sell,2025-12-17
12/16,2308,光和-溪湖,6381,62,2,60,0.54,11,buy,2025-12-17
12/16,2308,陽信-石牌,8711,2,26,-24,0.22,11,sell,2025-12-17
12/16,2308,永豐金-匯立,0039004100380031,486,427,59,0.53,12,buy,2025-12-17
12/16,2308,永豐金-信義,0039004100390052,2,26,-24,0.22,12,sell,2025-12-17
12/16,2308,永豐金證券,0039004100300030,170,112,58,0.52,13,buy,2025-12-17
12/16,2308,第一金,5380,2,19,-17,0.15,13,sell,2025-12-17
12/16,2308,華南永昌,9300,59,10,49,0.44,14,buy,2025-12-17
12/16,2308,元富-林園,5927,1,18,-17,0.15,14,sell,2025-12-17
12/16,2308,永豐金-羅東,0039004100390041,45,0,45,0.4,15,buy,2025-12-17
12/16,2308,永豐金-中正,0039004100390055,9,24,-15,0.13,15,sell,2025-12-17
12/16,2382,元大證券,9800,2104,1048,1056,3.85,1,buy,2025-12-17
12/16,2382,摩根大通,8440,565,5472,-4907,17.91,1,sell,2025-12-17
12/16,2382,福邦證券,6480,1008,0,1008,3.68,2,buy,2025-12-17
12/16,2382,台灣摩根士丹利,1470,225,3463,-3238,11.82,2,sell,2025-12-17
12/16,2382,港商野村,1560,842,386,456,1.66,3,buy,2025-12-17
12/16,2382,美商高盛,1480,518,3564,-3046,11.12,3,sell,2025-12-17
12/16,2382,國泰-敦南,8888,492,53,439,1.6,4,buy,2025-12-17
12/16,2382,美林,1440,462,2730,-2268,8.28,4,sell,2025-12-17
12/16,2382,永豐金證券,0039004100300030,446,80,366,1.34,5,buy,2025-12-17
12/16,2382,新加坡商瑞銀,1650,1149,2573,-1424,5.2,5,sell,2025-12-17
12/16,2382,新光,8560,306,27,279,1.02,6,buy,2025-12-17
12/16,2382,凱基-台北,9268,1287,2274,-987,3.6,6,sell,2025-12-17
12/16,2382,花旗環球,1590,404,155,249,0.91,7,buy,2025-12-17
12/16,2382,國票-安和,003700370039005a,28,645,-617,2.25,7,sell,2025-12-17
12/16,2382,兆豐證券,7000,236,0,236,0.86,8,buy,2025-12-17
12/16,2382,香港上海匯豐,8960,62,603,-541,1.97,8,sell,2025-12-17
12/16,2382,統一-台中,5856,227,0,227,0.83,9,buy,2025-12-17
12/16,2382,富邦證券,9600,30,540,-510,1.86,9,sell,2025-12-17
12/16,2382,中國信託,6160,191,4,187,0.68,10,buy,2025-12-17
12/16,2382,台新證券,8150,178,656,-478,1.74,10,sell,2025-12-17
12/16,2382,港商麥格理,1360,212,38,174,0.64,11,buy,2025-12-17
12/16,2382,國票-敦北法人,0037003700390063,12,200,-188,0.69,11,sell,2025-12-17
12/16,2382,大和國泰,8890,160,0,160,0.58,12,buy,2025-12-17
12/16,2382,凱基-高美館,9215,88,220,-132,0.48,12,sell,2025-12-17
12/16,2382,臺銀,1040,152,1,151,0.55,13,buy,2025-12-17
12/16,2382,富邦-台北,9623,100,222,-122,0.45,13,sell,2025-12-17
12/16,2382,富邦-仁愛,9676,158,12,146,0.53,14,buy,2025-12-17
12/16,2382,元大-大統,003900380031007a,19,133,-114,0.42,14,sell,2025-12-17
12/16,2382,凱基-桃園,9208,149,8,141,0.51,15,buy,2025-12-17
12/16,2382,元富,5920,59,167,-108,0.39,15,sell,2025-12-17
12/16,2891,元大證券,9800,11935,2952,8983,10.23,1,buy,2025-12-17
12/16,2891,群益金鼎,9100,44,40115,-40071,45.65,1,sell,2025-12-17
12/16,2891,港商野村,1560,7802,209,7593,8.65,2,buy,2025-12-17
12/16,2891,台灣摩根士丹利,1470,3006,7242,-4236,4.83,2,sell,2025-12-17
12/16,2891,美商高盛,1480,10208,2730,7478,8.52,3,buy,2025-12-17
12/16,2891,台新證券,8150,422,1991,-1569,1.79,3,sell,2025-12-17
12/16,2891,美林,1440,8319,1996,6323,7.2,4,buy,2025-12-17
12/16,2891,兆豐證券,7000,52,1047,-995,1.13,4,sell,2025-12-17
12/16,2891,國泰證券,8880,5764,3,5761,6.56,5,buy,2025-12-17
12/16,2891,宏遠證券,1260,9,1002,-993,1.13,5,sell,2025-12-17
12/16,2891,富邦證券,9600,5197,1098,4099,4.67,6,buy,2025-12-17
12/16,2891,凱基-台北,9268,3703,4530,-827,0.94,6,sell,2025-12-17
12/16,2891,新加坡商瑞銀,1650,4413,1734,2679,3.05,7,buy,2025-12-17
12/16,2891,凱基,9200,222,885,-663,0.76,7,sell,2025-12-17
12/16,2891,摩根大通,8440,4709,2712,1997,2.27,8,buy,2025-12-17
12/16,2891,永豐金-匯立,0039004100380031,0,526,-526,0.6,8,sell,2025-12-17
12/16,2891,永豐金證券,0039004100300030,2092,494,1598,1.82,9,buy,2025-12-17
12/16,2891,凱基-中山,9229,2,337,-335,0.38,9,sell,2025-12-17
12/16,2891,統一,5850,1864,288,1576,1.8,10,buy,2025-12-17
12/16,2891,元大-基隆孝二,003900380036004b,36,354,-318,0.36,10,sell,2025-12-17
12/16,2891,華南永昌,9300,1017,19,998,1.14,11,buy,2025-12-17
12/16,2891,合庫證券,1020,13,315,-302,0.34,11,sell,2025-12-17
12/16,2891,元富,5920,1022,33,989,1.13,12,buy,2025-12-17
12/16,2891,玉山證券,8840,38,280,-242,0.28,12,sell,2025-12-17
12/16,2891,臺銀,1040,721,15,706,0.8,13,buy,2025-12-17
12/16,2891,臺銀-金山,0031003000340044,4,136,-132,0.15,13,sell,2025-12-17
12/16,2891,花旗環球,1590,1230,793,437,0.5,14,buy,2025-12-17
12/16,2891,富邦-新竹,9647,2,132,-130,0.15,14,sell,2025-12-17
12/16,2891,法銀巴黎,8900,390,35,355,0.4,15,buy,2025-12-17
12/16,2891,元大-博愛,0039003800320042,1,120,-119,0.14,15,sell,2025-12-17
12/16,2881,新加坡商瑞銀,1650,4533,658,3875,14.01,1,buy,2025-12-17
12/16,2881,元大證券,9800,1174,9811,-8637,31.23,1,sell,2025-12-17
12/16,2881,台灣摩根士丹利,1470,4882,1964,2918,10.55,2,buy,2025-12-17
12/16,2881,元富,5920,0,5706,-5706,20.63,2,sell,2025-12-17
12/16,2881,永豐金-匯立,0039004100380031,1592,0,1592,5.76,3,buy,2025-12-17
12/16,2881,統一,5850,48,531,-483,1.75,3,sell,2025-12-17
12/16,2881,凱基-台北,9268,2844,1297,1547,5.59,4,buy,2025-12-17
12/16,2881,花旗環球,1590,147,535,-388,1.4,4,sell,2025-12-17
12/16,2881,美商高盛,1480,1702,205,1497,5.41,5,buy,2025-12-17
12/16,2881,中國信託,6160,126,372,-246,0.89,5,sell,2025-12-17
12/16,2881,美林,1440,2361,1121,1240,4.48,6,buy,2025-12-17
12/16,2881,元大-龍潭,9858,5,225,-220,0.8,6,sell,2025-12-17
12/16,2881,摩根大通,8440,1702,734,968,3.5,7,buy,2025-12-17
12/16,2881,國泰-敦南,8888,36,139,-103,0.37,7,sell,2025-12-17
12/16,2881,富邦證券,9600,447,33,414,1.5,8,buy,2025-12-17
12/16,2881,永豐金-竹科,0039004100390058,14,108,-94,0.34,8,sell,2025-12-17
12/16,2881,華南永昌,9300,420,14,406,1.47,9,buy,2025-12-17
12/16,2881,富邦-樹林,0039003600320045,1,69,-68,0.25,9,sell,2025-12-17
12/16,2881,永豐金證券,0039004100300030,719,334,385,1.39,10,buy,2025-12-17
12/16,2881,港商野村,1560,0,68,-68,0.25,10,sell,2025-12-17
12/16,2881,國泰證券,8880,382,6,376,1.36,11,buy,2025-12-17
12/16,2881,富邦-南員林,0039003600310052,1,55,-54,0.2,11,sell,2025-12-17
12/16,2881,法銀巴黎,8900,282,0,282,1.02,12,buy,2025-12-17
12/16,2881,凱基-士林,9238,2,52,-50,0.18,12,sell,2025-12-17
12/16,2881,香港上海匯豐,8960,229,0,229,0.83,13,buy,2025-12-17
12/16,2881,凱基,9200,103,149,-46,0.17,13,sell,2025-12-17
12/16,2881,富邦-建國,9658,224,61,163,0.59,14,buy,2025-12-17
12/16,2881,兆豐-城中,0037003000300057,50,95,-45,0.16,14,sell,2025-12-17
12/16,2881,元大-斗六,0039003800300043,151,0,151,0.55,15,buy,2025-12-17
12/16,2881,宏遠-館前,0031003200360055,0,40,-40,0.14,15,sell,2025-12-17
12/16,2882,美商高盛,1480,10379,1093,9286,12.73,1,buy,2025-12-17
12/16,2882,元大證券,9800,5842,35653,-29811,40.88,1,sell,2025-12-17
12/16,2882,美林,1440,8931,1528,7403,10.15,2,buy,2025-12-17
12/16,2882,港商麥格理,1360,4679,8748,-4069,5.58,2,sell,2025-12-17
12/16,2882,統一,5850,5187,302,4885,6.7,3,buy,2025-12-17
12/16,2882,國票-敦北法人,0037003700390063,151,604,-453,0.62,3,sell,2025-12-17
12/16,2882,摩根大通,8440,6680,2949,3731,5.12,4,buy,2025-12-17
12/16,2882,富邦-台中,003900360035004b,2,337,-335,0.46,4,sell,2025-12-17
12/16,2882,新加坡商瑞銀,1650,3999,1125,2874,3.94,5,buy,2025-12-17
12/16,2882,富邦-宜蘭,9686,0,304,-304,0.42,5,sell,2025-12-17
12/16,2882,台灣摩根士丹利,1470,5296,2981,2315,3.17,6,buy,2025-12-17
12/16,2882,永豐金-敦北,0039004100380039,0,250,-250,0.34,6,sell,2025-12-17
12/16,2882,富邦證券,9600,5723,4026,1697,2.33,7,buy,2025-12-17
12/16,2882,美好-蘆洲,5261,6,158,-152,0.21,7,sell,2025-12-17
12/16,2882,凱基-台北,9268,3434,2300,1134,1.55,8,buy,2025-12-17
12/16,2882,元大-松江,9801,1,101,-100,0.14,8,sell,2025-12-17
12/16,2882,臺銀,1040,722,3,719,0.99,9,buy,2025-12-17
12/16,2882,國泰-敦南,8888,68,147,-79,0.11,9,sell,2025-12-17
12/16,2882,永豐金證券,0039004100300030,901,225,676,0.93,10,buy,2025-12-17
12/16,2882,玉山-桃園,0038003800340046,0,74,-74,0.1,10,sell,2025-12-17
12/16,2882,中國信託,6160,401,6,395,0.54,11,buy,2025-12-17
12/16,2882,國泰-桃園,8885,6,61,-55,0.08,11,sell,2025-12-17
12/16,2882,香港上海匯豐,8960,265,0,265,0.36,12,buy,2025-12-17
12/16,2882,群益金鼎-新莊,0039003100380047,20,66,-46,0.06,12,sell,2025-12-17
12/16,2882,國泰證券,8880,249,3,246,0.34,13,buy,2025-12-17
12/16,2882,凱基-員林,9231,0,40,-40,0.05,13,sell,2025-12-17
12/16,2882,華南永昌-敦南,9347,250,5,245,0.34,14,buy,2025-12-17
12/16,2882,玉山-城中,0038003800340045,4,43,-39,0.05,14,sell,2025-12-17
12/16,2882,法銀巴黎,8900,227,6,221,0.3,15,buy,2025-12-17
12/16,2882,富邦-南京,0039003600310043,5,41,-36,0.05,15,sell,2025-12-17
12/16,2303,台灣摩根士丹利,1470,17896,4694,13202,15.87,1,buy,2025-12-17
12/16,2303,元富,5920,2,12016,-12014,14.44,1,sell,2025-12-17
12/16,2303,美商高盛,1480,10407,4219,6188,7.44,2,buy,2025-12-17
12/16,2303,富邦證券,9600,123,10913,-10790,12.97,2,sell,2025-12-17
12/16,2303,港商麥格理,1360,2979,0,2979,3.58,3,buy,2025-12-17
12/16,2303,國泰證券,8880,95,3593,-3498,4.2,3,sell,2025-12-17
12/16,2303,康和,8450,2752,0,2752,3.31,4,buy,2025-12-17
12/16,2303,台新證券,8150,36,1869,-1833,2.2,4,sell,2025-12-17
12/16,2303,美林,1440,5226,2501,2725,3.28,5,buy,2025-12-17
12/16,2303,國票-敦北法人,0037003700390063,0,1251,-1251,1.5,5,sell,2025-12-17
12/16,2303,港商野村,1560,2680,13,2667,3.21,6,buy,2025-12-17
12/16,2303,凱基-台北,9268,3662,4520,-858,1.03,6,sell,2025-12-17
12/16,2303,元大證券,9800,12928,11141,1787,2.15,7,buy,2025-12-17
12/16,2303,中國信託,6160,425,1107,-682,0.82,7,sell,2025-12-17
12/16,2303,新加坡商瑞銀,1650,6759,5548,1211,1.46,8,buy,2025-12-17
12/16,2303,凱基-三重,9205,1,368,-367,0.44,8,sell,2025-12-17
12/16,2303,摩根大通,8440,3710,2563,1147,1.38,9,buy,2025-12-17
12/16,2303,富邦-宜蘭,9686,12,264,-252,0.3,9,sell,2025-12-17
12/16,2303,香港上海匯豐,8960,910,0,910,1.09,10,buy,2025-12-17
12/16,2303,臺銀-臺南,1042,7,230,-223,0.27,10,sell,2025-12-17
12/16,2303,花旗環球,1590,1384,621,763,0.92,11,buy,2025-12-17
12/16,2303,中國信託-高雄,003600310036004b,17,218,-201,0.24,11,sell,2025-12-17
12/16,2303,永豐金證券,0039004100300030,1428,800,628,0.75,12,buy,2025-12-17
12/16,2303,元大-敦化,9833,3,198,-195,0.23,12,sell,2025-12-17
12/16,2303,永豐金-匯立,0039004100380031,679,184,495,0.6,13,buy,2025-12-17
12/16,2303,富邦-新莊,0039003600320044,2,183,-181,0.22,13,sell,2025-12-17
12/16,2303,國票證券,7790,378,42,336,0.4,14,buy,2025-12-17
12/16,2303,凱基-台南,9211,217,386,-169,0.2,14,sell,2025-12-17
12/16,2303,法銀巴黎,8900,335,9,326,0.39,15,buy,2025-12-17
12/16,2303,永全-八德,6452,2,161,-159,0.19,15,sell,2025-12-17
12/16,3711,台灣摩根士丹利,1470,4050,1022,3028,13.11,1,buy,2025-12-17
12/16,3711,富邦證券,9600,384,3237,-2853,12.35,1,sell,2025-12-17
12/16,3711,美商高盛,1480,3098,1195,1903,8.24,2,buy,2025-12-17
12/16,3711,美林,1440,1386,2851,-1465,6.34,2,sell,2025-12-17
12/16,3711,凱基-台北,9268,2087,878,1209,5.23,3,buy,2025-12-17
12/16,3711,中國信託,6160,15,1170,-1155,5.0,3,sell,2025-12-17
12/16,3711,摩根大通,8440,1450,532,918,3.97,4,buy,2025-12-17
12/16,3711,新加坡商瑞銀,1650,2464,3278,-814,3.52,4,sell,2025-12-17
12/16,3711,花旗環球,1590,845,557,288,1.25,5,buy,2025-12-17
12/16,3711,港商麥格理,1360,151,656,-505,2.19,5,sell,2025-12-17
12/16,3711,香港上海匯豐,8960,160,0,160,0.69,6,buy,2025-12-17
12/16,3711,康和,8450,0,503,-503,2.18,6,sell,2025-12-17
12/16,3711,元富,5920,198,87,111,0.48,7,buy,2025-12-17
12/16,3711,統一-內湖,0035003800350062,0,302,-302,1.31,7,sell,2025-12-17
12/16,3711,永豐金-台南,0039004100390068,104,1,103,0.45,8,buy,2025-12-17
12/16,3711,福邦證券,6480,0,300,-300,1.3,8,sell,2025-12-17
12/16,3711,土銀,1030,88,4,84,0.36,9,buy,2025-12-17
12/16,3711,永豐金-敦南,0039004100380046,6,238,-232,1.0,9,sell,2025-12-17
12/16,3711,法銀巴黎,8900,78,0,78,0.34,10,buy,2025-12-17
12/16,3711,永豐金證券,0039004100300030,237,362,-125,0.54,10,sell,2025-12-17
12/16,3711,國票-台中,0037003700390076,70,0,70,0.3,11,buy,2025-12-17
12/16,3711,群益金鼎-台中,9184,4,82,-78,0.34,11,sell,2025-12-17
12/16,3711,宏遠證券,1260,67,0,67,0.29,12,buy,2025-12-17
12/16,3711,永豐金-匯立,0039004100380031,0,71,-71,0.31,12,sell,2025-12-17
12/16,3711,元大證券,9800,1373,1310,63,0.27,13,buy,2025-12-17
12/16,3711,港商野村,1560,96,160,-64,0.28,13,sell,2025-12-17
12/16,3711,凱基-高美館,9215,63,7,56,0.24,14,buy,2025-12-17
12/16,3711,新光,8560,19,82,-63,0.27,14,sell,2025-12-17
12/16,3711,第一金,5380,47,5,42,0.18,15,buy,2025-12-17
12/16,3711,兆豐-內湖,0037003000300071,20,80,-60,0.26,15,sell,2025-12-17
12/16,2603,台灣摩根士丹利,1470,1228,356,872,11.66,1,buy,2025-12-17
12/16,2603,美林,1440,621,1531,-910,12.17,1,sell,2025-12-17
12/16,2603,美商高盛,1480,634,205,429,5.74,2,buy,2025-12-17
12/16,2603,國票-敦北法人,0037003700390063,0,79,-79,1.06,2,sell,2025-12-17
12/16,2603,凱基-台北,9268,573,146,427,5.71,3,buy,2025-12-17
12/16,2603,陽信,8710,0,71,-71,0.95,3,sell,2025-12-17
12/16,2603,港商野村,1560,258,3,255,3.41,4,buy,2025-12-17
12/16,2603,光和-和美,6383,0,70,-70,0.94,4,sell,2025-12-17
12/16,2603,永豐金證券,0039004100300030,187,57,130,1.74,5,buy,2025-12-17
12/16,2603,統一-台中,5856,1,70,-69,0.92,5,sell,2025-12-17
12/16,2603,統一,5850,127,5,122,1.63,6,buy,2025-12-17
12/16,2603,新光,8560,11,79,-68,0.91,6,sell,2025-12-17
12/16,2603,群益金鼎-敦南,9101,101,2,99,1.32,7,buy,2025-12-17
12/16,2603,兆豐-台中港,7005,3,60,-57,0.76,7,sell,2025-12-17
12/16,2603,華南永昌-桃園,9352,90,3,87,1.16,8,buy,2025-12-17
12/16,2603,花旗環球,1590,10,64,-54,0.72,8,sell,2025-12-17
12/16,2603,法銀巴黎,8900,66,8,58,0.78,9,buy,2025-12-17
12/16,2603,元大-南京,9862,3,53,-50,0.67,9,sell,2025-12-17
12/16,2603,香港上海匯豐,8960,41,0,41,0.55,10,buy,2025-12-17
12/16,2603,摩根大通,8440,221,270,-49,0.66,10,sell,2025-12-17
12/16,2603,中國信託,6160,84,43,41,0.55,11,buy,2025-12-17
12/16,2603,國泰-敦南,8888,73,120,-47,0.63,11,sell,2025-12-17
12/16,2603,玉山證券,8840,45,6,39,0.52,12,buy,2025-12-17
12/16,2603,聯邦-大業,8586,1,47,-46,0.62,12,sell,2025-12-17
12/16,2603,富邦-屏東,0039003600310059,95,60,35,0.47,13,buy,2025-12-17
12/16,2603,元大-民生三民,0039003800390058,0,41,-41,0.55,13,sell,2025-12-17
12/16,2603,中國信託-文心,6164,35,3,32,0.43,14,buy,2025-12-17
12/16,2603,元大-龍潭,9858,3,43,-40,0.53,14,sell,2025-12-17
12/16,2603,元大-土城學府,9822,32,0,32,0.43,15,buy,2025-12-17
12/16,2603,台新證券,8150,22,60,-38,0.51,15,sell,2025-12-17
12/16,2609,美商高盛,1480,2295,725,1570,13.6,1,buy,2025-12-17
12/16,2609,台灣摩根士丹利,1470,340,1111,-771,6.68,1,sell,2025-12-17
12/16,2609,美林,1440,804,271,533,4.62,2,buy,2025-12-17
12/16,2609,香港上海匯豐,8960,0,460,-460,3.98,2,sell,2025-12-17
12/16,2609,新加坡商瑞銀,1650,1182,747,435,3.77,3,buy,2025-12-17
12/16,2609,花旗環球,1590,213,615,-402,3.48,3,sell,2025-12-17
12/16,2609,港商野村,1560,478,68,410,3.55,4,buy,2025-12-17
12/16,2609,凱基-台北,9268,303,479,-176,1.52,4,sell,2025-12-17
12/16,2609,摩根大通,8440,1099,704,395,3.42,5,buy,2025-12-17
12/16,2609,元大證券,9800,237,388,-151,1.31,5,sell,2025-12-17
12/16,2609,群益金鼎-敦南,9101,200,10,190,1.65,6,buy,2025-12-17
12/16,2609,元大-新盛,9869,5,78,-73,0.63,6,sell,2025-12-17
12/16,2609,統一,5850,142,1,141,1.22,7,buy,2025-12-17
12/16,2609,永豐金-敦南,0039004100380046,4,68,-64,0.55,7,sell,2025-12-17
12/16,2609,中國信託,6160,114,7,107,0.93,8,buy,2025-12-17
12/16,2609,玉山-高雄,8843,14,72,-58,0.5,8,sell,2025-12-17
12/16,2609,法銀巴黎,8900,53,0,53,0.46,9,buy,2025-12-17
12/16,2609,國泰-高雄,8881,18,75,-57,0.49,9,sell,2025-12-17
12/16,2609,台灣企銀,1110,50,0,50,0.43,10,buy,2025-12-17
12/16,2609,永豐金-台南,0039004100390068,1,59,-58,0.5,10,sell,2025-12-17
12/16,2609,元大-林森,0039003800330042,47,2,45,0.39,11,buy,2025-12-17
12/16,2609,國泰-板橋,003800380038004b,82,137,-55,0.48,11,sell,2025-12-17
12/16,2609,兆豐-來福,0037003000300043,53,13,40,0.35,12,buy,2025-12-17
12/16,2609,永豐金-北高雄,0039004100390072,0,46,-46,0.4,12,sell,2025-12-17
12/16,2609,兆豐-嘉義,7001,40,2,38,0.33,13,buy,2025-12-17
12/16,2609,永豐金證券,0039004100300030,97,140,-43,0.37,13,sell,2025-12-17
12/16,2609,台新證券,8150,115,82,33,0.29,14,buy,2025-12-17
12/16,2609,新光,8560,41,85,-44,0.38,14,sell,2025-12-17
12/16,2609,元大-蘆洲,9857,43,11,32,0.28,15,buy,2025-12-17
12/16,2609,永豐金-松山,0039004100390031,1,43,-42,0.36,15,sell,2025-12-17
12/16,2615,元大-三重,0039003800380043,353,1,352,3.98,1,buy,2025-12-17
12/16,2615,美林,1440,99,2010,-1911,21.6,1,sell,2025-12-17
12/16,2615,凱基,9200,265,0,265,3.0,2,buy,2025-12-17
12/16,2615,台灣摩根士丹利,1470,352,1038,-686,7.75,2,sell,2025-12-17
12/16,2615,摩根大通,8440,469,287,182,2.06,3,buy,2025-12-17
12/16,2615,凱基-台北,9268,276,518,-242,2.74,3,sell,2025-12-17
12/16,2615,富邦-七賢,003900360031004b,189,9,180,2.03,4,buy,2025-12-17
12/16,2615,法銀巴黎,8900,58,249,-191,2.16,4,sell,2025-12-17
12/16,2615,凱基-三多,9275,167,1,166,1.88,5,buy,2025-12-17
12/16,2615,美商高盛,1480,329,409,-80,0.9,5,sell,2025-12-17
12/16,2615,陽信,8710,211,58,153,1.73,6,buy,2025-12-17
12/16,2615,花旗環球,1590,32,95,-63,0.71,6,sell,2025-12-17
12/16,2615,國泰證券,8880,168,24,144,1.63,7,buy,2025-12-17
12/16,2615,港商野村,1560,24,77,-53,0.6,7,sell,2025-12-17
12/16,2615,永全-南崁,6451,143,0,143,1.62,8,buy,2025-12-17
12/16,2615,新加坡商瑞銀,1650,103,150,-47,0.53,8,sell,2025-12-17
12/16,2615,香港上海匯豐,8960,138,0,138,1.56,9,buy,2025-12-17
12/16,2615,國泰-桃園,8885,24,59,-35,0.4,9,sell,2025-12-17
12/16,2615,群益金鼎-敦南,9101,131,12,119,1.35,10,buy,2025-12-17
12/16,2615,永豐金證券,0039004100300030,146,171,-25,0.28,10,sell,2025-12-17
12/16,2615,元大證券,9800,293,182,111,1.25,11,buy,2025-12-17
12/16,2615,統一,5850,71,96,-25,0.28,11,sell,2025-12-17
12/16,2615,元大-土城學府,9822,83,1,82,0.93,12,buy,2025-12-17
12/16,2615,大展,5050,0,21,-21,0.24,12,sell,2025-12-17
12/16,2615,富邦-宜蘭,9686,68,2,66,0.75,13,buy,2025-12-17
12/16,2615,光和-嘉義,0036003300380041,0,19,-19,0.21,13,sell,2025-12-17
12/16,2615,台新證券,8150,70,7,63,0.71,14,buy,2025-12-17
12/16,2615,元大-大里德芳,0039003800330057,3,21,-18,0.2,14,sell,2025-12-17
12/16,2615,永豐金-中正,0039004100390055,50,5,45,0.51,15,buy,2025-12-17
12/16,2615,元大-新竹經國,9859,9,27,-18,0.2,15,sell,2025-12-17
12/16,2618,摩根大通,8440,2926,248,2678,9.73,1,buy,2025-12-17
12/16,2618,花旗環球,1590,50,8817,-8767,31.87,1,sell,2025-12-17
12/16,2618,美商高盛,1480,3290,751,2539,9.23,2,buy,2025-12-17
12/16,2618,港商麥格理,1360,3,6148,-6145,22.34,2,sell,2025-12-17
12/16,2618,新加坡商瑞銀,1650,2783,946,1837,6.68,3,buy,2025-12-17
12/16,2618,富邦-南員林,0039003600310052,2,254,-252,0.92,3,sell,2025-12-17
12/16,2618,凱基-台北,9268,1620,263,1357,4.93,4,buy,2025-12-17
12/16,2618,第一金-豐原,003500330038004e,3,203,-200,0.73,4,sell,2025-12-17
12/16,2618,元大證券,9800,1774,793,981,3.57,5,buy,2025-12-17
12/16,2618,國泰-館前,0038003800380041,23,141,-118,0.43,5,sell,2025-12-17
12/16,2618,富邦證券,9600,643,14,629,2.29,6,buy,2025-12-17
12/16,2618,凱基-長庚,9233,20,136,-116,0.42,6,sell,2025-12-17
12/16,2618,台灣摩根士丹利,1470,1835,1298,537,1.95,7,buy,2025-12-17
12/16,2618,富邦-花蓮,9621,15,116,-101,0.37,7,sell,2025-12-17
12/16,2618,凱基-站前,0039003200300046,529,9,520,1.89,8,buy,2025-12-17
12/16,2618,元大-佳里,0039003800310065,2,100,-98,0.36,8,sell,2025-12-17
12/16,2618,美林,1440,1023,525,498,1.81,9,buy,2025-12-17
12/16,2618,富邦-北港,0039003600390043,8,105,-97,0.35,9,sell,2025-12-17
12/16,2618,中國信託,6160,522,71,451,1.64,10,buy,2025-12-17
12/16,2618,兆豐-新竹,0037003000300056,10,95,-85,0.31,10,sell,2025-12-17
12/16,2618,統一,5850,464,30,434,1.58,11,buy,2025-12-17
12/16,2618,兆豐-來福,0037003000300043,13,93,-80,0.29,11,sell,2025-12-17
12/16,2618,港商野村,1560,351,0,351,1.28,12,buy,2025-12-17
12/16,2618,統一-城中,5854,0,65,-65,0.24,12,sell,2025-12-17
12/16,2618,凱基,9200,303,0,303,1.1,13,buy,2025-12-17
12/16,2618,群益金鼎-民權,9131,1,61,-60,0.22,13,sell,2025-12-17
12/16,2618,永豐金證券,0039004100300030,874,621,253,0.92,14,buy,2025-12-17
12/16,2618,永豐金-匯立,0039004100380031,0,59,-59,0.21,14,sell,2025-12-17
12/16,2618,台新證券,8150,202,30,172,0.63,15,buy,2025-12-17
12/16,2618,第一金-頭份,0035003300380049,1,54,-53,0.19,15,sell,2025-12-17
12/16,3037,台灣摩根士丹利,1470,3391,636,2755,11.76,1,buy,2025-12-17
12/16,3037,台新證券,8150,99,950,-851,3.63,1,sell,2025-12-17
12/16,3037,第一金-台中,5382,1203,5,1198,5.11,2,buy,2025-12-17
12/16,3037,凱基,9200,55,882,-827,3.53,2,sell,2025-12-17
12/16,3037,新加坡商瑞銀,1650,1149,123,1026,4.38,3,buy,2025-12-17
12/16,3037,永豐金證券,0039004100300030,97,727,-630,2.69,3,sell,2025-12-17
12/16,3037,凱基-台北,9268,1704,999,705,3.01,4,buy,2025-12-17
12/16,3037,國泰證券,8880,4,434,-430,1.84,4,sell,2025-12-17
12/16,3037,港商野村,1560,845,411,434,1.85,5,buy,2025-12-17
12/16,3037,康和-新竹,8456,0,380,-380,1.62,5,sell,2025-12-17
12/16,3037,美林,1440,939,540,399,1.7,6,buy,2025-12-17
12/16,3037,凱基-站前,0039003200300046,36,378,-342,1.46,6,sell,2025-12-17
12/16,3037,摩根大通,8440,639,319,320,1.37,7,buy,2025-12-17
12/16,3037,元大證券,9800,780,1115,-335,1.43,7,sell,2025-12-17
12/16,3037,富邦-岡山,9616,172,10,162,0.69,8,buy,2025-12-17
12/16,3037,華南永昌-中正,9359,6,322,-316,1.35,8,sell,2025-12-17
12/16,3037,美商高盛,1480,1844,1711,133,0.57,9,buy,2025-12-17
12/16,3037,凱基-長庚,9233,17,313,-296,1.26,9,sell,2025-12-17
